Numero Riga,Data di Riferimento,Quotazione,Convenzione di Cambio
385,1981-07-07,1215.000,Quantita' di Lire per 1 unita' di valuta estera
386,1981-07-08,1225.000,Quantita' di Lire per 1 unita' di valuta estera
387,1981-07-09,1225.500,Quantita' di Lire per 1 unita' di valuta estera
388,1981-07-10,1218.250,Quantita' di Lire per 1 unita' di valuta estera
389,1981-07-13,1208.500,Quantita' di Lire per 1 unita' di valuta estera
390,1981-07-14,1220.250,Quantita' di Lire per 1 unita' di valuta estera
391,1981-07-15,1210.000,Quantita' di Lire per 1 unita' di valuta estera
392,1981-07-16,1203.750,Quantita' di Lire per 1 unita' di valuta estera
393,1981-07-17,1209.250,Quantita' di Lire per 1 unita' di valuta estera
394,1981-07-20,1217.500,Quantita' di Lire per 1 unita' di valuta estera
395,1981-07-21,1223.750,Quantita' di Lire per 1 unita' di valuta estera
396,1981-07-22,1217.500,Quantita' di Lire per 1 unita' di valuta estera
397,1981-07-23,1214.000,Quantita' di Lire per 1 unita' di valuta estera
398,1981-07-24,1215.000,Quantita' di Lire per 1 unita' di valuta estera
399,1981-07-27,1207.000,Quantita' di Lire per 1 unita' di valuta estera
400,1981-07-28,1216.250,Quantita' di Lire per 1 unita' di valuta estera
401,1981-07-29,1216.500,Quantita' di Lire per 1 unita' di valuta estera
402,1981-07-30,1226.500,Quantita' di Lire per 1 unita' di valuta estera
403,1981-07-31,1224.250,Quantita' di Lire per 1 unita' di valuta estera
404,1981-08-03,1240.500,Quantita' di Lire per 1 unita' di valuta estera
405,1981-08-04,1245.000,Quantita' di Lire per 1 unita' di valuta estera
406,1981-08-05,1243.250,Quantita' di Lire per 1 unita' di valuta estera
407,1981-08-06,1244.500,Quantita' di Lire per 1 unita' di valuta estera
408,1981-08-07,1253.000,Quantita' di Lire per 1 unita' di valuta estera
409,1981-08-10,1271.000,Quantita' di Lire per 1 unita' di valuta estera
410,1981-08-11,1268.250,Quantita' di Lire per 1 unita' di valuta estera
411,1981-08-12,1258.000,Quantita' di Lire per 1 unita' di valuta estera
412,1981-08-13,1248.000,Quantita' di Lire per 1 unita' di valuta estera
413,1981-08-14,1252.000,Quantita' di Lire per 1 unita' di valuta estera
414,1981-08-17,1258.000,Quantita' di Lire per 1 unita' di valuta estera
415,1981-08-18,1233.000,Quantita' di Lire per 1 unita' di valuta estera
416,1981-08-19,1245.500,Quantita' di Lire per 1 unita' di valuta estera
417,1981-08-20,1237.500,Quantita' di Lire per 1 unita' di valuta estera
418,1981-08-21,1231.000,Quantita' di Lire per 1 unita' di valuta estera
419,1981-08-24,1226.000,Quantita' di Lire per 1 unita' di valuta estera
420,1981-08-25,1248.000,Quantita' di Lire per 1 unita' di valuta estera
421,1981-08-26,1239.750,Quantita' di Lire per 1 unita' di valuta estera
422,1981-08-27,1233.500,Quantita' di Lire per 1 unita' di valuta estera
423,1981-08-28,1232.250,Quantita' di Lire per 1 unita' di valuta estera
424,1981-08-31,1216.000,Quantita' di Lire per 1 unita' di valuta estera
425,1981-09-01,1227.000,Quantita' di Lire per 1 unita' di valuta estera
426,1981-09-02,1218.250,Quantita' di Lire per 1 unita' di valuta estera
427,1981-09-03,1213.750,Quantita' di Lire per 1 unita' di valuta estera
428,1981-09-04,1213.000,Quantita' di Lire per 1 unita' di valuta estera
429,1981-09-07,1216.100,Quantita' di Lire per 1 unita' di valuta estera
430,1981-09-08,1211.000,Quantita' di Lire per 1 unita' di valuta estera
431,1981-09-09,1217.250,Quantita' di Lire per 1 unita' di valuta estera
432,1981-09-10,1210.750,Quantita' di Lire per 1 unita' di valuta estera
433,1981-09-11,1207.250,Quantita' di Lire per 1 unita' di valuta estera
434,1981-09-14,1196.000,Quantita' di Lire per 1 unita' di valuta estera
435,1981-09-15,1188.250,Quantita' di Lire per 1 unita' di valuta estera
436,1981-09-16,1176.000,Quantita' di Lire per 1 unita' di valuta estera
437,1981-09-17,1152.000,Quantita' di Lire per 1 unita' di valuta estera
438,1981-09-18,1154.000,Quantita' di Lire per 1 unita' di valuta estera
439,1981-09-21,1134.500,Quantita' di Lire per 1 unita' di valuta estera
440,1981-09-22,1153.250,Quantita' di Lire per 1 unita' di valuta estera
441,1981-09-23,1155.750,Quantita' di Lire per 1 unita' di valuta estera
442,1981-09-24,1177.000,Quantita' di Lire per 1 unita' di valuta estera
443,1981-09-25,1177.000,Quantita' di Lire per 1 unita' di valuta estera
444,1981-09-28,1188.000,Quantita' di Lire per 1 unita' di valuta estera
445,1981-09-29,1168.500,Quantita' di Lire per 1 unita' di valuta estera
446,1981-09-30,1177.500,Quantita' di Lire per 1 unita' di valuta estera
447,1981-10-01,1183.000,Quantita' di Lire per 1 unita' di valuta estera
448,1981-10-02,1171.500,Quantita' di Lire per 1 unita' di valuta estera
449,1981-10-05,1182.000,Quantita' di Lire per 1 unita' di valuta estera
450,1981-10-06,1189.000,Quantita' di Lire per 1 unita' di valuta estera
451,1981-10-07,1181.000,Quantita' di Lire per 1 unita' di valuta estera
452,1981-10-08,1184.250,Quantita' di Lire per 1 unita' di valuta estera
453,1981-10-09,1163.500,Quantita' di Lire per 1 unita' di valuta estera
454,1981-10-12,1163.500,Quantita' di Lire per 1 unita' di valuta estera
455,1981-10-13,1176.400,Quantita' di Lire per 1 unita' di valuta estera
456,1981-10-14,1185.500,Quantita' di Lire per 1 unita' di valuta estera
457,1981-10-15,1176.000,Quantita' di Lire per 1 unita' di valuta estera
458,1981-10-16,1190.000,Quantita' di Lire per 1 unita' di valuta estera
459,1981-10-19,1190.000,Quantita' di Lire per 1 unita' di valuta estera
460,1981-10-20,1186.000,Quantita' di Lire per 1 unita' di valuta estera
461,1981-10-21,1198.750,Quantita' di Lire per 1 unita' di valuta estera
462,1981-10-22,1205.750,Quantita' di Lire per 1 unita' di valuta estera
463,1981-10-23,1207.000,Quantita' di Lire per 1 unita' di valuta estera
464,1981-10-26,1225.250,Quantita' di Lire per 1 unita' di valuta estera
465,1981-10-27,1220.500,Quantita' di Lire per 1 unita' di valuta estera
466,1981-10-28,1218.000,Quantita' di Lire per 1 unita' di valuta estera
467,1981-10-29,1216.000,Quantita' di Lire per 1 unita' di valuta estera
468,1981-10-30,1200.000,Quantita' di Lire per 1 unita' di valuta estera
469,1981-11-02,1187.500,Quantita' di Lire per 1 unita' di valuta estera
470,1981-11-03,1188.500,Quantita' di Lire per 1 unita' di valuta estera
471,1981-11-04,1179.000,Quantita' di Lire per 1 unita' di valuta estera
472,1981-11-05,1182.250,Quantita' di Lire per 1 unita' di valuta estera
473,1981-11-06,1189.250,Quantita' di Lire per 1 unita' di valuta estera
474,1981-11-09,1175.500,Quantita' di Lire per 1 unita' di valuta estera
475,1981-11-10,1186.000,Quantita' di Lire per 1 unita' di valuta estera
476,1981-11-11,1183.500,Quantita' di Lire per 1 unita' di valuta estera
477,1981-11-12,1181.500,Quantita' di Lire per 1 unita' di valuta estera
478,1981-11-13,1183.250,Quantita' di Lire per 1 unita' di valuta estera
479,1981-11-16,1195.250,Quantita' di Lire per 1 unita' di valuta estera
480,1981-11-17,1196.750,Quantita' di Lire per 1 unita' di valuta estera
481,1981-11-18,1199.500,Quantita' di Lire per 1 unita' di valuta estera
482,1981-11-19,1189.250,Quantita' di Lire per 1 unita' di valuta estera
483,1981-11-20,1198.250,Quantita' di Lire per 1 unita' di valuta estera
484,1981-11-23,1207.000,Quantita' di Lire per 1 unita' di valuta estera
485,1981-11-24,1196.500,Quantita' di Lire per 1 unita' di valuta estera
486,1981-11-25,1193.250,Quantita' di Lire per 1 unita' di valuta estera
487,1981-11-26,1191.500,Quantita' di Lire per 1 unita' di valuta estera
488,1981-11-27,1193.000,Quantita' di Lire per 1 unita' di valuta estera
489,1981-11-30,1182.000,Quantita' di Lire per 1 unita' di valuta estera
490,1981-12-01,1189.000,Quantita' di Lire per 1 unita' di valuta estera
491,1981-12-02,1195.500,Quantita' di Lire per 1 unita' di valuta estera
492,1981-12-03,1196.000,Quantita' di Lire per 1 unita' di valuta estera
493,1981-12-04,1192.000,Quantita' di Lire per 1 unita' di valuta estera
494,1981-12-07,1195.750,Quantita' di Lire per 1 unita' di valuta estera
495,1981-12-09,1204.500,Quantita' di Lire per 1 unita' di valuta estera
496,1981-12-10,1205.750,Quantita' di Lire per 1 unita' di valuta estera
497,1981-12-11,1209.000,Quantita' di Lire per 1 unita' di valuta estera
498,1981-12-14,1224.500,Quantita' di Lire per 1 unita' di valuta estera
499,1981-12-15,1215.750,Quantita' di Lire per 1 unita' di valuta estera
500,1981-12-16,1212.500,Quantita' di Lire per 1 unita' di valuta estera
501,1981-12-17,1213.000,Quantita' di Lire per 1 unita' di valuta estera
502,1981-12-18,1221.750,Quantita' di Lire per 1 unita' di valuta estera
503,1981-12-21,1217.000,Quantita' di Lire per 1 unita' di valuta estera
504,1981-12-22,1211.500,Quantita' di Lire per 1 unita' di valuta estera
505,1981-12-23,1213.500,Quantita' di Lire per 1 unita' di valuta estera
506,1981-12-24,1213.500,Quantita' di Lire per 1 unita' di valuta estera
507,1981-12-28,1210.250,Quantita' di Lire per 1 unita' di valuta estera
508,1981-12-29,1210.300,Quantita' di Lire per 1 unita' di valuta estera
509,1981-12-30,1208.250,Quantita' di Lire per 1 unita' di valuta estera
510,1981-12-31,1200.000,Quantita' di Lire per 1 unita' di valuta estera
511,1982-01-04,1193.000,Quantita' di Lire per 1 unita' di valuta estera
512,1982-01-05,1204.750,Quantita' di Lire per 1 unita' di valuta estera
513,1982-01-06,1202.500,Quantita' di Lire per 1 unita' di valuta estera
514,1982-01-07,1210.500,Quantita' di Lire per 1 unita' di valuta estera
515,1982-01-08,1210.000,Quantita' di Lire per 1 unita' di valuta estera
516,1982-01-11,1215.750,Quantita' di Lire per 1 unita' di valuta estera
517,1982-01-12,1228.000,Quantita' di Lire per 1 unita' di valuta estera
518,1982-01-13,1222.000,Quantita' di Lire per 1 unita' di valuta estera
519,1982-01-14,1234.000,Quantita' di Lire per 1 unita' di valuta estera
520,1982-01-15,1232.000,Quantita' di Lire per 1 unita' di valuta estera
521,1982-01-18,1235.500,Quantita' di Lire per 1 unita' di valuta estera
522,1982-01-19,1225.000,Quantita' di Lire per 1 unita' di valuta estera
523,1982-01-20,1233.750,Quantita' di Lire per 1 unita' di valuta estera
524,1982-01-21,1235.500,Quantita' di Lire per 1 unita' di valuta estera
525,1982-01-22,1234.500,Quantita' di Lire per 1 unita' di valuta estera
526,1982-01-25,1250.500,Quantita' di Lire per 1 unita' di valuta estera
527,1982-01-26,1251.500,Quantita' di Lire per 1 unita' di valuta estera
528,1982-01-27,1237.500,Quantita' di Lire per 1 unita' di valuta estera
529,1982-01-28,1247.750,Quantita' di Lire per 1 unita' di valuta estera
530,1982-01-29,1238.000,Quantita' di Lire per 1 unita' di valuta estera
531,1982-02-01,1253.250,Quantita' di Lire per 1 unita' di valuta estera
532,1982-02-02,1263.750,Quantita' di Lire per 1 unita' di valuta estera
533,1982-02-03,1254.500,Quantita' di Lire per 1 unita' di valuta estera
534,1982-02-04,1256.500,Quantita' di Lire per 1 unita' di valuta estera
535,1982-02-05,1251.300,Quantita' di Lire per 1 unita' di valuta estera
536,1982-02-08,1255.750,Quantita' di Lire per 1 unita' di valuta estera
537,1982-02-09,1268.250,Quantita' di Lire per 1 unita' di valuta estera
538,1982-02-10,1264.500,Quantita' di Lire per 1 unita' di valuta estera
539,1982-02-11,1261.750,Quantita' di Lire per 1 unita' di valuta estera
540,1982-02-12,1272.000,Quantita' di Lire per 1 unita' di valuta estera
541,1982-02-15,1279.250,Quantita' di Lire per 1 unita' di valuta estera
542,1982-02-16,1278.500,Quantita' di Lire per 1 unita' di valuta estera
543,1982-02-17,1273.750,Quantita' di Lire per 1 unita' di valuta estera
544,1982-02-18,1272.250,Quantita' di Lire per 1 unita' di valuta estera
545,1982-02-19,1261.500,Quantita' di Lire per 1 unita' di valuta estera
546,1982-02-22,1260.000,Quantita' di Lire per 1 unita' di valuta estera
547,1982-02-23,1266.000,Quantita' di Lire per 1 unita' di valuta estera
548,1982-02-24,1267.250,Quantita' di Lire per 1 unita' di valuta estera
549,1982-02-25,1276.000,Quantita' di Lire per 1 unita' di valuta estera
550,1982-02-26,1281.000,Quantita' di Lire per 1 unita' di valuta estera
551,1982-03-01,1280.500,Quantita' di Lire per 1 unita' di valuta estera
552,1982-03-02,1276.500,Quantita' di Lire per 1 unita' di valuta estera
553,1982-03-03,1274.000,Quantita' di Lire per 1 unita' di valuta estera
554,1982-03-04,1275.000,Quantita' di Lire per 1 unita' di valuta estera
555,1982-03-05,1265.750,Quantita' di Lire per 1 unita' di valuta estera
556,1982-03-08,1262.500,Quantita' di Lire per 1 unita' di valuta estera
557,1982-03-09,1274.000,Quantita' di Lire per 1 unita' di valuta estera
558,1982-03-10,1275.500,Quantita' di Lire per 1 unita' di valuta estera
559,1982-03-11,1275.250,Quantita' di Lire per 1 unita' di valuta estera
560,1982-03-12,1284.000,Quantita' di Lire per 1 unita' di valuta estera
561,1982-03-15,1280.000,Quantita' di Lire per 1 unita' di valuta estera
562,1982-03-16,1286.750,Quantita' di Lire per 1 unita' di valuta estera
563,1982-03-17,1287.000,Quantita' di Lire per 1 unita' di valuta estera
564,1982-03-18,1292.500,Quantita' di Lire per 1 unita' di valuta estera
565,1982-03-19,1312.500,Quantita' di Lire per 1 unita' di valuta estera
566,1982-03-22,1312.500,Quantita' di Lire per 1 unita' di valuta estera
567,1982-03-23,1314.750,Quantita' di Lire per 1 unita' di valuta estera
568,1982-03-24,1306.000,Quantita' di Lire per 1 unita' di valuta estera
569,1982-03-25,1312.250,Quantita' di Lire per 1 unita' di valuta estera
570,1982-03-26,1316.500,Quantita' di Lire per 1 unita' di valuta estera
571,1982-03-29,1321.250,Quantita' di Lire per 1 unita' di valuta estera
572,1982-03-30,1322.250,Quantita' di Lire per 1 unita' di valuta estera
573,1982-03-31,1322.000,Quantita' di Lire per 1 unita' di valuta estera
574,1982-04-01,1322.000,Quantita' di Lire per 1 unita' di valuta estera
575,1982-04-02,1320.000,Quantita' di Lire per 1 unita' di valuta estera
576,1982-04-05,1324.000,Quantita' di Lire per 1 unita' di valuta estera
577,1982-04-06,1325.500,Quantita' di Lire per 1 unita' di valuta estera
578,1982-04-07,1323.500,Quantita' di Lire per 1 unita' di valuta estera
579,1982-04-08,1329.750,Quantita' di Lire per 1 unita' di valuta estera
580,1982-04-09,1329.750,Quantita' di Lire per 1 unita' di valuta estera
581,1982-04-13,1328.500,Quantita' di Lire per 1 unita' di valuta estera
582,1982-04-14,1328.250,Quantita' di Lire per 1 unita' di valuta estera
583,1982-04-15,1332.500,Quantita' di Lire per 1 unita' di valuta estera
584,1982-04-16,1334.500,Quantita' di Lire per 1 unita' di valuta estera
585,1982-04-19,1329.000,Quantita' di Lire per 1 unita' di valuta estera
586,1982-04-20,1320.000,Quantita' di Lire per 1 unita' di valuta estera
587,1982-04-21,1319.500,Quantita' di Lire per 1 unita' di valuta estera
588,1982-04-22,1321.750,Quantita' di Lire per 1 unita' di valuta estera
589,1982-04-23,1322.500,Quantita' di Lire per 1 unita' di valuta estera
590,1982-04-26,1310.000,Quantita' di Lire per 1 unita' di valuta estera
591,1982-04-27,1312.250,Quantita' di Lire per 1 unita' di valuta estera
592,1982-04-28,1302.250,Quantita' di Lire per 1 unita' di valuta estera
593,1982-04-29,1303.250,Quantita' di Lire per 1 unita' di valuta estera
594,1982-04-30,1295.500,Quantita' di Lire per 1 unita' di valuta estera
595,1982-05-03,1290.250,Quantita' di Lire per 1 unita' di valuta estera
596,1982-05-04,1297.250,Quantita' di Lire per 1 unita' di valuta estera
597,1982-05-05,1290.000,Quantita' di Lire per 1 unita' di valuta estera
598,1982-05-06,1281.750,Quantita' di Lire per 1 unita' di valuta estera
599,1982-05-07,1274.750,Quantita' di Lire per 1 unita' di valuta estera
600,1982-05-10,1270.500,Quantita' di Lire per 1 unita' di valuta estera
601,1982-05-11,1266.750,Quantita' di Lire per 1 unita' di valuta estera
602,1982-05-12,1265.250,Quantita' di Lire per 1 unita' di valuta estera
603,1982-05-13,1273.500,Quantita' di Lire per 1 unita' di valuta estera
604,1982-05-14,1284.000,Quantita' di Lire per 1 unita' di valuta estera
605,1982-05-17,1272.750,Quantita' di Lire per 1 unita' di valuta estera
606,1982-05-18,1288.000,Quantita' di Lire per 1 unita' di valuta estera
607,1982-05-19,1285.750,Quantita' di Lire per 1 unita' di valuta estera
608,1982-05-20,1288.000,Quantita' di Lire per 1 unita' di valuta estera
609,1982-05-21,1277.500,Quantita' di Lire per 1 unita' di valuta estera
610,1982-05-24,1274.500,Quantita' di Lire per 1 unita' di valuta estera
611,1982-05-25,1277.250,Quantita' di Lire per 1 unita' di valuta estera
612,1982-05-26,1281.500,Quantita' di Lire per 1 unita' di valuta estera
613,1982-05-27,1292.250,Quantita' di Lire per 1 unita' di valuta estera
614,1982-05-28,1300.250,Quantita' di Lire per 1 unita' di valuta estera
615,1982-05-31,1300.250,Quantita' di Lire per 1 unita' di valuta estera
616,1982-06-01,1311.000,Quantita' di Lire per 1 unita' di valuta estera
617,1982-06-02,1320.000,Quantita' di Lire per 1 unita' di valuta estera
618,1982-06-03,1313.000,Quantita' di Lire per 1 unita' di valuta estera
619,1982-06-04,1308.000,Quantita' di Lire per 1 unita' di valuta estera
620,1982-06-07,1319.000,Quantita' di Lire per 1 unita' di valuta estera
621,1982-06-08,1318.250,Quantita' di Lire per 1 unita' di valuta estera
622,1982-06-09,1332.250,Quantita' di Lire per 1 unita' di valuta estera
623,1982-06-10,1333.000,Quantita' di Lire per 1 unita' di valuta estera
624,1982-06-11,1324.500,Quantita' di Lire per 1 unita' di valuta estera
625,1982-06-14,1359.000,Quantita' di Lire per 1 unita' di valuta estera
626,1982-06-15,1364.000,Quantita' di Lire per 1 unita' di valuta estera
627,1982-06-16,1366.500,Quantita' di Lire per 1 unita' di valuta estera
628,1982-06-17,1374.750,Quantita' di Lire per 1 unita' di valuta estera
629,1982-06-18,1380.000,Quantita' di Lire per 1 unita' di valuta estera
630,1982-06-21,1398.000,Quantita' di Lire per 1 unita' di valuta estera
